Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,INFY.NS,RELIANCE.NS,TCS.NS,INFY.NS,RELIANCE.NS,TCS.NS,INFY.NS,RELIANCE.NS,TCS.NS,INFY.NS,RELIANCE.NS,TCS.NS,INFY.NS,RELIANCE.NS,TCS.NS
Date,,,,,,,,,,,,,,,
2020-01-01,646.5186767578125,675.3241577148438,1986.1253662109375,649.2825360010934,683.1528519736394,2001.0605268012753,642.7458294889037,673.4900624593615,1973.6638891297957,644.8954918389238,679.0819357370663,1986.4917881306394,2112415,14004468,1354908
2020-01-02,644.6323852539062,686.8212280273438,1977.0079345703125,649.9845585853603,689.3487905881979,1997.44098695134,641.2982418563056,676.397899264457,1969.2654270878047,648.317513662957,676.397899264457,1997.44098695134,5658200,17710316,2380752
2020-01-03,654.547119140625,687.6488037109375,2016.408203125,656.3019371544069,689.6618949086101,2036.8871171979335,643.9304915783632,681.3187290426969,1982.826685387462,643.9304915783632,685.7922517653002,1982.826685387462,7882938,20984698,4655761
2020-01-06,648.2735595703125,671.7006225585938,2016.225341796875,661.3908336439645,683.5107049345103,2039.590447732795,646.2116700279993,670.1348718060082,2004.7259998215768,654.6347742447226,679.9766568901101,2020.3944544589438,6519403,24519177,3023209
2020-01-07,638.6658325195312,682.0345458984375,2021.1727294921875,651.56369793826,686.4633346701793,2029.235800177784,636.2090452466508,677.0688889990518,2000.9687467180495,647.5276392232914,679.5293205694625,2016.2705507383266,7899363,16683622,2429317
2020-01-08,630.155029296875,676.9122924804688,2066.436767578125,639.6310339034055,686.4408797211686,2070.7890897800967,621.4686605017642,675.5031406802602,2017.6908036561993,636.0775388700547,677.7399018936877,2020.3937800730587,8639443,16047902,5197454
2020-01-09,638.3587646484375,692.5026245117188,2028.9613037109375,641.824540134842,693.3973052036212,2063.4132396939376,626.7330979952774,685.0094646794911,2024.9754029171847,633.2259445660802,688.2975058097518,2060.48119335295,13521186,14982742,3734173
2020-01-10,647.6593627929688,692.3460083007812,2028.228515625,651.8270548223887,696.9537331994524,2046.966368031768,640.9471636823675,688.7671661721967,2023.1431247153732,649.6773924334991,694.247234586273,2041.4686964972154,9341405,12478359,1915807
2020-01-13,678.7196655273438,690.5789794921875,2006.97119140625,682.1854415034177,697.2892636445985,2033.1766286766283,662.4437406238976,688.2080160085029,2001.794082398197,666.830785263791,691.182918802657,2032.1688563013408,36952038,18282382,2843893
2020-01-14,680.5623168945312,684.1819458007812,2022.135009765625,681.702937891721,693.3973970480666,2043.1179224412915,673.1482000836043,680.80443615396,2011.2313846775394,675.5610748499961,688.9238735459851,2011.2313846775394,11414418,15816535,2948452
2020-01-15,673.4551391601562,681.6990356445312,2040.4603271484375,678.9828040983328,688.8790573291237,2044.2171581565162,668.7171635929129,679.1938699492092,2010.4980675086226,678.9828040983328,687.0672990416617,2027.7241465712104,6047430,15817859,2620681
2020-01-16,672.97265625,687.9842529296875,2051.364501953125,677.7984054147653,690.4223472080394,2060.7104986028,667.0501459114244,683.5554644082378,2029.5570273033356,676.2190800350369,684.0028644434916,2040.5065114463653,5740586,12847975,3117214
2020-01-17,673.7184448242188,707.2652587890625,2033.3145751953125,678.1494028901801,709.0322829800654,2064.8803382298515,668.8049760962522,694.8288390890643,2027.7251844834343,676.2190924781959,694.9630411899628,2053.151923692388,3762957,29463471,3281059
2020-01-20,674.2449340820312,685.5015258789062,1988.6451416015625,679.4655281669933,719.7911481994419,2054.47961792542,669.4191847443475,682.839761284159,1975.679666543188,677.0087402073921,719.7911481994419,2011.139599925031,3887680,32545850,5817599
2020-01-21,669.0243530273438,686.1949462890625,1989.286865234375,676.0436249279585,691.5408127343894,2003.4891847192603,667.4888872990842,680.8714169985212,1977.3752424406002,674.2449472139849,683.8239827310947,1988.2788692099468,4448374,18922720,1902980
2020-01-22,675.7802734375,685.9488525390625,2022.135009765625,682.6240514172447,691.9433921150559,2024.9755627049485,672.0951457398579,684.9423069375898,1991.7146071384554,674.2448080262144,690.7131763493682,1998.403485185291,9733935,10322817,1773686
2020-01-23,688.1957397460938,683.0411376953125,2012.078857421875,689.2047815348317,689.796156393504,2036.690926536508,681.4835929105641,680.2899048582964,2005.4207538405922,681.8345243850148,687.3580618125278,2029.3900164167171,12528017,11247739,2069866
2020-01-24,686.7918090820312,680.6701049804688,2005.1448974609375,690.082092421613,687.2909208972738,2012.0785525678398,678.7634963123363,679.3280242942884,1992.8389768724996,680.6499468481453,683.1081395891008,2012.0785525678398,7540490,14628445,1319430
2020-01-27,682.7119140625,673.9597778320312,1992.151123046875,688.5905650091986,681.9674086637826,2014.3753756248307,679.465543640002,673.2663704558863,1988.2480956074608,683.5454633140041,677.6952189115842,2010.9315278841711,3741610,13387750,1549101
2020-01-28,682.6242065429688,658.3919677734375,2005.467041015625,685.9583500545989,675.5032444510476,2009.1864408733509,677.3597525079331,654.7460541997162,1976.309134408987,685.2564335604867,674.8769082130656,1996.5130381994134,5121009,24532236,1743024
2020-01-29,692.8897705078125,662.0154418945312,1978.6971435546875,695.609716486181,668.5243925324733,2008.4059339772862,688.1078816271971,654.9472262974796,1974.4726008646562,690.1697709766585,659.4207487202938,2006.6151780880343,6832757,24746565,2306761
2020-01-30,684.9931030273438,645.8660888671875,1963.3138427734375,692.889782713332,661.9484232186644,1988.2471994946918,682.6240884109899,644.1885326054595,1951.512840150679,692.889782713332,661.6352849574768,1983.6554045766902,3859680,22402689,2098567
2020-01-31,680.8255615234375,631.5060424804688,1909.3145751953125,688.722242955638,650.115939458839,1969.2834706332942,677.0088000328617,629.5153479649114,1902.4728445861952,684.8616217232207,650.004074503463,1964.737413617713,6092028,34750310,3287223
2020-02-03,673.3235473632812,619.8076782226562,1930.850341796875,693.9865142862116,626.2719547408867,2015.523020623924,670.7790403737126,609.7646194987522,1922.309555847523,686.1336946661129,612.8289902103342,1976.3091251114745,6416745,30712290,4728073
2020-02-04,691.2666015625,638.1044311523438,1935.6717529296875,693.0653327046838,640.8332667548419,1962.2582089762263,675.6925931117046,625.310139999637,1916.2485440367836,675.6925931117046,626.2942886767648,1955.1868874331894,5771311,25383901,3509339
2020-02-05,688.3711547851562,647.9909057617188,1971.3046875,689.6434084247421,649.9145288544571,1980.625947015391,679.4654864136356,639.849132797698,1932.503997484715,685.2563638418876,641.9068982608502,1942.3303995817237,6310409,18472100,2439322
2020-02-06,676.7893676757812,652.1513671875,1954.590087890625,690.3453465739939,656.267018049872,1996.6967268836954,675.6048870222486,644.2332634474068,1942.7890813104616,688.1956839501828,650.496207815146,1969.8806804116946,7341622,15538577,2640065
2020-02-07,682.0099487304688,641.3478393554688,1962.1204833984375,683.3699218577256,649.7133433335028,1975.390729603994,676.4822831970048,638.9544787429636,1946.0032338590718,680.8254680992947,649.1094039600182,1964.370418699648,2853344,12209212,2083442
2020-02-10,678.4126586914062,642.2200927734375,1985.4468994140625,682.6242112378415,646.6488813487252,1990.0846588507486,675.3855868898822,630.9691553464403,1946.003411215845,679.114575190346,638.8201869242226,1966.115390765742,3827682,15142476,2383032
2020-02-11,678.7196655273438,649.8922119140625,1977.5946044921875,683.5892743670672,655.9090886918525,1997.2476258268596,674.9029581117529,646.4475719077193,1972.268300518353,683.5015548953858,647.4988515504008,1986.4109424640315,4312817,13999816,1335820
2020-02-12,685.3002319335938,657.7432861328125,1993.5286865234375,687.2305422841457,659.7787743619559,2006.6153080979898,680.0796381057797,650.8987994375913,1974.4727287920723,680.6938350654268,651.4132707150139,1975.4830138252228,2948825,13533565,1620407
2020-02-13,695.1272583007812,659.465576171875,2012.9970703125,696.6627240022976,661.076061195236,2017.6348283463985,686.3093088397744,654.2986456938107,1993.7574930996957,688.7660432516419,661.076061195236,1995.548248401448,4387430,13565659,1645948
2020-02-14,690.038330078125,665.4824829101562,2005.880126953125,701.2252950116064,671.6782959370149,2031.4105576459488,688.4150912698244,650.0487633667867,1993.7578303116431,697.1014619334109,660.8523610746443,2009.369936767331,5321680,21227841,1500115
2020-02-17,692.67041015625,661.2996826171875,2023.375,696.1800454691676,673.7808361092095,2036.0024395778962,687.2743244415253,659.5326584603905,2011.3903670497639,693.416186239131,666.1087404521531,2017.5892919334585,2929629,13149130,1774724
2020-02-18,699.8651733398438,656.4458618164062,2034.8543701171875,701.093513567837,660.248373884015,2039.6757558525437,687.5814497432008,651.9723392868693,2007.5791470846445,688.7659302403346,660.248373884015,2020.3442501099778,5083346,11127161,2486223
2020-02-19,702.3218994140625,672.7295532226562,2017.0380859375,706.1824660834355,673.9150349477495,2047.9407797693484,698.5490522054175,659.8905275306022,2011.665595553703,701.927054735217,661.7917537765035,2034.854162678894,3985192,14084409,1760463
2020-02-20,699.294921875,664.7443237304688,1980.7166748046875,707.2793217701475,674.6084467350322,2033.6140170440365,696.5310623059457,663.7825121618259,1975.6197376705195,704.7787277240825,669.687583672214,2024.522352908616,4564569,16892268,2317278
2020-02-24,698.2858276367188,646.4028930664062,1942.651123046875,712.1050173366131,660.7405401434429,2001.0586306242913,695.0394576605609,643.9871953423907,1934.7071818519826,702.0148153335156,657.4972328720769,1979.9823329148428,6627536,21370214,3092877
2020-02-25,700.5233154296875,633.6309204101562,1980.1199951171875,707.1916019174702,649.2882495489266,1998.9463577257327,697.891088623543,630.7678229370605,1938.6561691043175,701.0497393697998,649.2882495489266,1942.788785286681,6996695,27745062,2674567
2020-02-26,686.7918090820312,622.7155151367188,1950.2279052734375,703.19936604597,631.8191601622372,1987.2376058123352,684.8176390782822,620.6353526146177,1940.4472441725075,696.6187993668065,630.7678804610105,1978.1459383973772,8760569,29362748,2686842
2020-02-27,682.4925537109375,620.1432495117188,1933.605224609375,685.0370611742009,623.5207586374837,1946.8754697204117,677.5352251053304,612.4263599498594,1915.8808478583521,682.6241864790627,620.9260652375485,1946.8754697204117,5223386,25054993,2349001
2020-02-28,642.0,594.3756713867188,1836.8560791015625,664.0229384410785,607.0581581658521,1900.5442638305512,633.5329840501968,592.7428492925397,1827.5347112939342,658.0565695873759,606.1186837322065,1899.1667251034453,14123957,39315769,4298076
2020-03-02,650.2039794921875,588.7837524414062,1837.9122314453125,672.0076269757845,612.4263145698782,1886.2637515277916,643.7989040027878,582.0510718430629,1823.5857388681738,646.6504834753725,606.2081051825395,1868.86089029043,9821523,29500495,2667076
2020-03-03,655.4244995117188,600.7280883789062,1869.9630126953125,665.9534071343969,605.6713484615526,1891.8200071340573,650.3793979425187,591.4007735026032,1847.7387642493804,662.4437712601709,594.8454135797672,1855.0856380634932,7826587,27398798,2757585
2020-03-04,665.7340698242188,599.3189697265625,1913.1258544921875,668.1469445418683,605.6266480626504,1923.4573955672197,654.1522604689419,585.0931280116588,1859.6773935057795,661.478657652391,604.821435403794,1888.1465289125347,11013444,22105261,3237002
2020-03-05,662.0928344726562,586.5469970703125,1951.5595703125,678.7197463483192,607.4831207123542,1972.4062825955962,659.5922401512663,584.2431048990697,1913.9068371794913,670.1211485407777,604.9108243565992,1915.422040414729,7755293,30510390,3937056
2020-03-06,648.3612670898438,568.5857543945312,1943.661376953125,652.7921709807014,576.2579099445863,1950.2735186675905,639.718757963334,555.2099199542964,1902.4730993885844,650.1599444848115,568.1384140570675,1926.7176937445574,9216022,33734039,2595027
2020-03-09,618.0907592773438,498.41845703125,1811.32568359375,636.8672790930439,555.1651920392663,1910.0951449045804,611.5540517439836,489.85165057435484,1777.0249910707053,635.6827984053315,554.7401888514859,1905.5952746623843,10308654,88187018,4940975
2020-03-11,601.9026489257812,516.044189453125,1794.1986083984375,610.6328802730932,527.183262933386,1825.0555720896814,587.0305538139206,495.6672390040311,1763.2499432979416,605.982622704781,495.6672390040311,1775.1886147890214,16165009,59578576,6796449
2020-03-12,553.8204956054688,475.5363464355469,1625.35791015625,587.863949429009,492.5357574215292,1752.5966145220104,550.5740720398554,469.13920029845366,1614.7967799900568,586.1091316695195,485.3781326945414,1748.555811863633,13965574,55970485,8728786
2020-03-13,563.6036987304688,494.4593811035156,1658.8323974609375,585.2318538820109,509.98250923399024,1671.4138746425847,500.12317348237815,421.58557799627334,1383.0950261085002,519.4261731606454,446.45838815033005,1550.0986372611108,16903113,73297403,8029720
2020-03-16,511.6610107421875,454.37652587890625,1557.9046630859375,545.8799571256596,483.0071128058158,1691.8473380483388,508.8971513439456,449.5898351157526,1539.0323355480753,545.7483243723003,474.44030673011787,1611.720493024744,19140152,38482258,7844271
2020-03-17,486.91802978515625,450.9319152832031,1522.6395263671875,519.4260154827695,474.19426900063905,1589.6797467681554,482.5748454654108,448.78462201274766,1490.6347312404807,516.0040997029012,468.49050072051966,1588.7613875845805,16059887,45445979,5713248
2020-03-18,468.7996520996094,433.261474609375,1519.33349609375,507.14243890001467,463.4130789981454,1573.654465666316,463.27198570797185,429.90633253193516,1494.859200780353,498.3683482616061,458.6711221665263,1539.9047647732561,15390183,44730415,7258778
2020-03-19,478.67041015625,410.5359191894531,1513.7366943359375,489.5941615684699,432.59042415452996,1559.1575614147043,446.8204780981062,399.12841250234374,1430.8505313025855,446.8204780981062,411.6095658236809,1442.830130148307,16583991,61404010,5135111
2020-03-20,513.4596557617188,455.3830871582031,1662.7655029296875,541.756090404405,462.9657149231966,1728.954245957985,480.82003671913304,416.03836966442924,1505.0875110613383,482.1361499583278,420.2882223245293,1507.862718518735,21354894,63360475,8547498
