Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,INFY.NS,RELIANCE.NS,TCS.NS,INFY.NS,RELIANCE.NS,TCS.NS,INFY.NS,RELIANCE.NS,TCS.NS,INFY.NS,RELIANCE.NS,TCS.NS,INFY.NS,RELIANCE.NS,TCS.NS
Date,,,,,,,,,,,,,,,
2020-03-23,461.91192626953125,395.4825439453125,1544.5877685546875,492.18253332962166,424.98547763271785,1618.8708594460873,452.65527308200353,391.7247653699988,1496.53047592509,473.80080615793645,409.86492511955976,1498.6118813158064,17146150,40670949,7003490
2020-03-24,517.4957275390625,422.0329284667969,1575.5316162109375,527.454350089746,433.9325104811008,1637.372469082844,458.00741838979565,400.73893016882965,1510.4992068740157,458.00741838979565,416.03838849257653,1529.185672297866,20027097,45734887,6350865
2020-03-25,531.8853759765625,484.1478576660156,1619.1483154296875,557.1547458659053,515.1494078462537,1674.3748895453055,496.3503095079496,430.912866475202,1554.115919577963,523.8132020188117,431.15890365113535,1572.617299572939,18339548,73130298,2765520
2020-03-26,564.1739501953125,476.96783447265625,1656.7528076171875,571.0615889748694,499.648645569476,1694.7732459553874,537.0619924428813,466.2984692637249,1593.478158219755,539.606499798005,490.2094960975014,1694.3568970188137,14843813,45744488,4556067
2020-03-27,572.6848754882812,476.699462890625,1687.788330078125,592.1633663552147,495.3540929516579,1711.3775887336428,563.5159405599693,468.0208212280606,1619.2407422167826,583.5208554154159,489.8516573515531,1683.6255197271514,13495283,41657940,4331250
2020-03-30,549.8720703125,460.97503662109375,1645.2352294921875,582.1607013657091,480.81514997134894,1762.2564589162873,544.958549216781,456.30021017423684,1631.4054930023608,548.4681841911032,465.51569081571824,1633.6718669008733,14624804,30229866,8513547
2020-03-31,562.8578491210938,498.2395324707031,1689.2689208984375,580.8447328420328,505.41952430798887,1716.0034445874908,556.0140699280755,468.8260681247117,1646.6232514100989,570.3158252980685,480.4348787671312,1699.722248506561,15175521,44292810,3927593
2020-04-01,528.902099609375,483.3426513671875,1580.7117919921875,559.3482006120729,503.093264271414,1697.2704961859056,521.1809116291314,467.5734569491014,1574.4675756960955,556.5843410232259,502.0419846435416,1689.0836574046125,13083824,41597459,4941878
2020-04-03,513.8983764648438,482.0005798339844,1530.2493896484375,531.7097654893249,507.4997254458984,1609.6203703198075,510.78358574390415,472.5390630031507,1526.364144268783,529.516243354468,507.4997254458984,1609.6203703198075,10221655,41367807,5735369
2020-04-07,560.6642456054688,539.5526123046875,1642.1827392578125,565.2706419895512,543.086660841312,1652.0347484660722,537.7638964314299,492.08842686836795,1577.2429289366748,539.6064335639488,493.0278714782651,1581.8682747693338,15145605,54373624,5427577
2020-04-08,554.17138671875,533.3119506835938,1577.6590576171875,575.2731115840359,549.7969487728319,1670.6748011566206,549.5649904351302,518.929571501776,1573.5425452754218,552.7675540343795,527.8766166035285,1628.1216223896192,11806896,49880330,6285615
2020-04-09,558.2514038085938,545.7484130859375,1633.81103515625,572.7725101637055,551.4968858405396,1645.5131834431986,554.6101355099842,533.6922622821191,1601.479797971827,567.5080568468466,543.0866484415843,1619.2873805622087,11931114,33032857,5307397
2020-04-13,559.260498046875,531.969970703125,1627.4278564453125,571.8074355881963,543.534047096568,1653.0985246370747,549.3018741208746,527.8766572382242,1615.1706905519486,551.8902412889889,538.590786977077,1629.0467274123605,8330276,23673784,2990438
2020-04-15,560.7081298828125,514.388916015625,1605.1341552734375,573.2112063298127,552.9283884903713,1676.2257144523467,557.6810585587707,511.32454531609477,1598.3349179236884,571.5441616018853,535.50397581859,1651.2488412237522,11963447,35321842,4761399
2020-04-16,547.3715209960938,522.53076171875,1587.46484375,557.0669321860213,531.2094028193618,1632.6544458328053,529.5162712972444,512.2192985890305,1549.5370113780964,543.9496584168159,514.3889290016788,1581.8218320095489,17783287,37455706,6245533
2020-04-17,551.6707153320312,547.5601806640625,1670.85986328125,566.8060152755343,550.2443422338717,1713.181777139968,549.2578414279945,533.5356723756136,1621.6462293843294,565.0511978907803,543.9813981126731,1665.124479687275,8878320,33269335,9895823
2020-04-20,573.2113037109375,556.4177856445312,1682.3768310546875,579.967363895009,562.3227974116861,1692.8763420669668,560.6643653992599,537.7184224485133,1667.4369434839932,561.541774421794,548.4548889228998,1692.8763420669668,13322913,36030932,3244282
2020-04-21,555.5752563476562,553.5322875976562,1607.4462890625,567.24478254009,560.0859719515005,1660.1289273310374,550.8372274621713,520.7189526258386,1598.2417840791404,550.8372274621713,541.2971428403878,1632.7469054949659,11660575,61371628,5122541
2020-04-22,563.1649169921875,610.0106201171875,1636.9097900390625,565.9287766247277,619.5392672425052,1655.873706792835,551.0566841098449,581.5590002828025,1590.3325829382718,555.5753616543997,590.506045286382,1607.4463614721644,8266728,142683366,3829836
2020-04-23,596.02392578125,613.2763671875,1737.5111083984375,599.8406870808052,619.9643142606366,1757.6313621493578,559.8746641013657,605.4029383592604,1628.907969015671,567.7274853987079,611.6882791292506,1646.6230655925563,14451289,65464502,5934366
2020-04-24,577.3350219726562,633.8993530273438,1682.28466796875,592.2509723883632,668.7705176942633,1713.181889445141,574.5273029485543,602.6741016877038,1672.3401738964983,586.5916746083171,603.9937855419026,1702.7748607648775,7319940,134986308,2987102
2020-04-27,583.1259765625,639.6030883789062,1698.98193359375,597.515505005783,659.8458058753123,1734.5046106036073,580.0111854481387,636.5834515375906,1688.2511543208445,580.0111854481387,641.5043146604703,1695.0042041075187,7183306,58482901,3374741
2020-04-28,579.7039794921875,638.8873901367188,1719.749755859375,594.0057315955265,651.1000807620374,1728.029079136598,572.9917810449218,622.7826591494636,1695.2816104055246,590.496096549172,648.6620459031445,1725.2538718360577,7296571,78453401,2678505
2020-04-29,593.6110229492188,638.3504638671875,1762.8580322265625,598.39291250605,650.294808910519,1769.2410318881239,577.3350974031979,635.2413590168171,1711.4242105397038,584.3543691041485,646.3804914740855,1733.5795713110267,8639056,37494672,4241510
2020-04-30,627.7860107421875,655.8196411132812,1863.5052490234375,631.7343504323899,668.770532341543,1879.7402555535343,612.5190758522909,643.3161499559969,1796.6690120826192,614.1861740314902,650.4290406318744,1831.6366663366132,16253821,71345899,5915544
2020-05-04,591.1104125976562,642.0411376953125,1785.7994384765625,615.2391584072083,655.372237059235,1818.6856871962154,588.1710605219085,634.100578563775,1770.2583467469703,605.2366750868591,644.1884308722197,1818.6856871962154,9122740,53456868,3729348
2020-05-05,591.1104125976562,653.42626953125,1787.927490234375,601.5515468344784,661.6352335022636,1828.8618021955035,587.86398881454,647.409392668105,1782.6083423524206,598.1735438422577,650.3172243173109,1808.602764199536,6393053,44903763,2905528
2020-05-06,584.2666625976562,653.4710693359375,1760.9617919921875,597.9103615586624,664.2970042488814,1807.307738576591,582.6434238491054,646.6489200756587,1751.7110995432652,593.9181614006926,654.9249553114857,1794.449366411382,7934250,40489094,3517431
2020-05-07,583.43310546875,674.138671875,1749.9071044921875,591.6807176572888,677.1359713581347,1789.4999969081302,581.2395830431609,646.4251935136327,1742.2289852711297,583.959529429774,650.8987159981552,1766.882101045811,4779548,50026966,3166754
2020-05-08,591.5491943359375,698.6761474609375,1751.526123046875,597.4278457025192,706.7731874423821,1794.171792461388,586.5479520224934,687.6264818225529,1744.9118553907156,589.8382359717594,691.1605902433332,1793.801742180384,8400321,84262770,2686530
2020-05-11,599.1825561523438,705.3862915039062,1790.286376953125,612.9139732351142,722.4751682585187,1805.1799677315862,594.8832311433192,703.3732004884412,1765.9570130600662,598.8315711730315,706.8177804215668,1765.9570130600662,7370186,67085063,2449841
2020-05-12,603.3502807617188,661.7470092773438,1803.42236328125,606.2895792981254,701.6062261496023,1809.8978475300157,592.6897406886885,655.3722604271993,1767.1133980292423,595.3219675163215,700.0180784316636,1788.5287720937856,7356039,100683202,3256595
2020-05-13,609.053466796875,675.7871704101562,1803.56103515625,614.0985684476861,689.5833490177412,1844.587828106419,599.9283919551596,656.6169951579172,1781.3593762422308,609.6237505039857,689.5833490177412,1844.587828106419,8287101,66430125,2656665
2020-05-14,577.4667358398438,648.4657592773438,1759.805419921875,589.3994764275308,675.9000855316069,1779.000606366016,572.5970732072511,645.8013667337839,1749.398391126859,578.2125120442765,663.3909205122524,1766.882222087184,16888262,49266771,2263146
2020-05-15,572.3338012695312,659.0557250976562,1751.0634765625,583.3014122610247,662.352366946693,1773.7276715133457,567.4203329664575,639.0501134333077,1725.4389924762286,583.3014122610247,652.1011647623593,1772.432552074315,9255353,62152260,3173682
2020-05-18,582.51171875,650.6334838867188,1799.814453125,588.3464550883365,669.2617172227509,1806.6136885565804,572.9479414908317,644.8756934578628,1731.8218729622415,578.9581702982211,663.8426273750064,1764.1068077602738,10435442,62796089,3727694
2020-05-19,586.635498046875,636.2501220703125,1802.63623046875,592.0754432783731,660.0943173105137,1819.102395491364,574.7027598736647,633.6986696085636,1760.4067962965898,582.599439016967,657.9718098763932,1760.4067962965898,5902208,42315854,3198693
2020-05-20,587.4690551757812,647.4496459960938,1807.215087890625,590.496126266157,653.3881033587526,1815.8182762456343,578.7827401305792,629.0697531498768,1786.9560507075414,586.5477866403061,636.7468651669092,1803.884861500244,5794636,55320985,2778505
2020-05-21,589.794189453125,650.8592529296875,1841.997802734375,596.155403073898,659.981412669229,1848.288318657962,583.8278204917839,643.5208404585119,1795.698155599164,584.7929487234782,648.0367682176926,1800.1847187729702,7213225,39167981,3400908
2020-05-22,607.47412109375,646.4788818359375,1868.9635009765625,610.5450527017547,658.4235281412857,1879.7405795414056,590.9349822831866,644.1983415471118,1814.291934855109,592.2510958294743,655.6236787750627,1828.9542588185084,11867731,37828973,3663418
2020-05-26,597.1206665039062,643.0918579101562,1797.4093017578125,613.7037175324785,654.6752261523151,1872.3399005444223,595.7606933048589,639.5919719683144,1780.7580575830104,608.0444189400107,653.9752489639468,1864.0142784570212,7099606,33216635,4575317
2020-05-27,618.9681396484375,652.8010864257812,1855.0411376953125,622.2584231320537,656.61703698639,1859.3889173575542,592.2510270509158,637.6501047337907,1795.790415831021,601.9463850054133,646.2303793438942,1812.2103925887805,8774636,35667956,3482160
2020-05-28,620.6790161132812,664.858642578125,1854.1158447265625,622.9602576073495,668.2455885276171,1863.0889688710051,605.4120813367199,654.3591041621977,1823.58856767952,620.3280311667551,657.0686489767882,1839.4997093346544,9440091,40126278,3475681
2020-05-29,614.5426025390625,661.3136596679688,1824.56005859375,623.2582465378209,664.7457577060809,1852.5896981351877,600.2685051888292,656.007450356248,1815.3556660073036,615.8766313434164,662.9393746004914,1833.4869981979257,28290128,40022527,7237735
2020-06-01,622.1464233398438,686.580322265625,1891.9974365234375,628.4608575711009,694.7090163146383,1905.642204736967,614.9871478045447,666.5295595380629,1832.654235572785,621.4349523187644,668.3585186853417,1840.887372537167,12276438,39943702,3747773
2020-06-02,629.7504272460938,693.5122680664062,1893.7554931640625,632.9076717642937,695.454167278361,1925.0690639550876,620.3677700661306,686.7835281692161,1887.1875242282986,622.9913705629698,689.1318561237848,1905.8275788384233,7059304,22153960,2443886
2020-06-03,623.9252319335938,696.19921875,1898.3941650390625,633.1300628247643,704.4859445214847,1914.7232174342998,618.989336443309,692.4509368094127,1874.132476907225,632.0628289745429,697.712053268636,1903.682626615267,11378568,25381289,3699799
2020-06-04,629.4391479492188,713.4275512695312,1940.515869140625,630.9510578539831,717.8080227909754,1948.3556358015635,620.3232860396752,695.9057249087699,1898.950903608024,624.3253717560601,697.2604674305974,1898.950903608024,10782424,34202350,4048593
2020-06-05,625.703857421875,714.2855224609375,1900.3426513671875,632.9521010469775,730.6783659768879,1946.50012575045,623.0802570389492,710.6727564801458,1892.966778652333,628.7721339957454,720.291708575871,1940.5623704039772,7718679,33076685,3573289
2020-06-08,641.0897216796875,708.7760620117188,1922.1456298828125,645.4920273682426,730.8590266524802,1943.716710319533,626.1041539130831,706.7439184964705,1913.1925623704028,629.3503122192318,730.8590266524802,1928.1762545210354,10719105,31414953,2957841
2020-06-09,638.1993408203125,694.1670532226562,1922.4239501953125,648.8715709630051,714.8726404733965,1944.1805423148992,635.9315027713442,692.29294201313,1911.4760020540546,640.3338085615588,704.6214390965813,1914.1202895305414,10078029,25857161,2909439
2020-06-10,636.642822265625,709.9728393554688,1956.4736328125,639.8445231147963,713.3146329578219,1978.0447113959692,630.7286620394623,695.4766830422209,1923.7690943149823,635.8868945232999,696.8540015463917,1927.0627881750527,7263049,22132647,5168397
2020-06-11,626.0597534179688,694.4154052734375,1918.3416748046875,634.464146073041,708.0760679196416,1952.994663596838,622.7691380478306,691.3897362648564,1912.9142483444314,633.2190307605217,707.1954823716251,1948.3557214030213,8825715,20385805,2269513
2020-06-12,615.476318359375,717.4918823242188,1892.2242431640625,618.2333433719971,719.3885695925972,1901.2237443971733,600.7575469766981,676.0355556331963,1865.7822765398037,601.0243418406906,677.3903578499011,1865.9677888981616,9795316,38548899,2842642
2020-06-15,611.4742431640625,729.1204833984375,1883.317626953125,626.4598639525142,734.7202416055604,1910.316245754916,609.4287434622784,704.9827954950456,1856.458085801913,616.3212246907829,706.7440266277353,1891.8532346188777,7857344,53107403,2399022
2020-06-16,623.614013671875,730.5428466796875,1898.069091796875,633.2190102747444,744.474480971934,1924.1862382923882,621.7908518160618,715.9111755811775,1884.33778151861,624.3254848495372,741.9681807809915,1915.8825794366962,10131760,51187003,2146528
2020-06-17,625.7929077148438,729.481689453125,1899.92529296875,631.707069264896,738.5586972066078,1910.1774009658704,620.7680443821375,723.4980791176175,1880.2097877861565,622.4578358431633,726.2753520321108,1898.2552284040526,7291916,41782053,2703527
2020-06-18,634.9087524414062,747.793701171875,1890.925537109375,637.3099606940532,751.9031997400788,1910.5018499231578,627.8828461891886,725.0785489207035,1878.9570439608126,629.8394324869248,725.7107978465832,1897.327299793994,6670195,40471557,1944389
2020-06-19,627.482666015625,794.5337524414062,1896.955810546875,633.1300871441616,807.8105634275437,1939.0774192427496,623.4361228647967,750.5485488531187,1885.2657013881662,630.5509430972053,754.1612552518901,1894.5435837768875,22438862,105804173,5681758
2020-06-22,625.8372802734375,788.5501098632812,1881.5084228515625,630.2840421706742,814.7650899304879,1904.0537260625226,622.5466656131301,783.5148135515716,1873.3439529613006,628.8610457945016,800.8560305108304,1901.9662021820789,7804096,60198705,3196138
